match_id,batting_team,bowling_team,venue,pitch_type,pitch_condition,current_score,overs_completed,wickets_out,runs_last_5_overs,overs_remaining,wickets_remaining,run_rate,season,final_score
743,RCB,PBKS,Narendra Modi Stadium,Balanced,Dusty,90,9,5,25,11,5,10.0,2017,208
744,PBKS,RCB,Arun Jaitley Stadium,Batting Friendly,Green,70,9,8,41,11,2,7.78,2012,161
745,DC,LSG,Narendra Modi Stadium,Balanced,Green,77,12,7,17,8,3,6.42,2021,127
746,MI,DC,Eden Gardens,Bowling Friendly,Dusty,144,18,5,73,2,5,8.0,2019,155
747,RR,PBKS,Wankhede Stadium,Balanced,Dry,30,5,5,18,15,5,6.0,2013,121
748,DC,RR,Narendra Modi Stadium,Batting Friendly,Flat,97,8,5,66,12,5,12.12,2021,270
749,PBKS,GT,Wankhede Stadium,Balanced,Flat,99,16,1,74,4,9,6.19,2019,147
750,PBKS,RCB,Chinnaswamy Stadium,Batting Friendly,Dry,115,16,8,45,4,2,7.19,2018,142
751,RR,SRH,Arun Jaitley Stadium,Batting Friendly,Dusty,65,16,2,30,4,8,4.06,2012,102
752,MI,GT,Sawai Mansingh Stadium,Balanced,Green,122,12,1,65,8,9,10.17,2009,254
753,GT,SRH,Narendra Modi Stadium,Bowling Friendly,Hard,75,10,4,32,10,6,7.5,2009,140
754,CSK,RCB,Wankhede Stadium,Batting Friendly,Flat,37,9,5,70,11,5,4.11,2015,100
755,PBKS,SRH,Eden Gardens,Balanced,Green,50,5,3,67,15,7,10.0,2009,240
756,LSG,SRH,Chepauk Stadium,Batting Friendly,Dusty,166,16,9,41,4,1,10.38,2019,201
757,MI,DC,Chinnaswamy Stadium,Batting Friendly,Flat,21,5,7,42,15,3,4.2,2021,101
758,SRH,RR,Wankhede Stadium,Bowling Friendly,Hard,69,7,4,23,13,6,9.86,2017,198
759,KKR,RCB,Chinnaswamy Stadium,Batting Friendly,Dry,131,17,1,25,3,9,7.71,2015,168
760,DC,RCB,Wankhede Stadium,Batting Friendly,Dry,170,18,8,21,2,2,9.44,2010,182
761,GT,KKR,Narendra Modi Stadium,Bowling Friendly,Hard,83,10,8,21,10,2,8.3,2022,127
762,RR,LSG,Sawai Mansingh Stadium,Bowling Friendly,Hard,206,18,0,33,2,10,11.44,2011,248
763,DC,MI,Arun Jaitley Stadium,Batting Friendly,Dry,109,10,9,71,10,1,10.9,2012,210
764,CSK,SRH,Narendra Modi Stadium,Batting Friendly,Dry,48,9,6,19,11,4,5.33,2009,114
765,DC,CSK,Narendra Modi Stadium,Bowling Friendly,Hard,154,16,0,33,4,10,9.62,2021,208
766,CSK,PBKS,Narendra Modi Stadium,Balanced,Green,43,9,0,70,11,10,4.78,2016,124
767,LSG,MI,Arun Jaitley Stadium,Batting Friendly,Dusty,183,14,9,49,6,1,13.07,2010,255
768,GT,SRH,Rajiv Gandhi Stadium,Balanced,Dusty,36,7,9,52,13,1,5.14,2021,73
769,DC,CSK,Rajiv Gandhi Stadium,Bowling Friendly,Green,56,8,9,74,12,1,7.0,2018,95
770,KKR,MI,Eden Gardens,Bowling Friendly,Hard,39,6,3,69,14,7,6.5,2012,127
771,GT,RCB,Chinnaswamy Stadium,Balanced,Dry,80,11,7,18,9,3,7.27,2021,130
772,RCB,KKR,Wankhede Stadium,Bowling Friendly,Dusty,76,10,3,73,10,7,7.6,2012,170
773,DC,RCB,Sawai Mansingh Stadium,Batting Friendly,Hard,100,8,4,63,12,6,12.5,2012,270
774,PBKS,RR,Rajiv Gandhi Stadium,Batting Friendly,Hard,93,15,3,53,5,7,6.2,2022,142
775,MI,PBKS,Sawai Mansingh Stadium,Balanced,Dusty,152,13,6,41,7,4,11.69,2011,226
776,RCB,KKR,Narendra Modi Stadium,Balanced,Green,87,9,6,56,11,4,9.67,2015,184
777,MI,PBKS,Chinnaswamy Stadium,Bowling Friendly,Dusty,54,11,3,17,9,7,4.91,2010,100
778,PBKS,DC,Chinnaswamy Stadium,Balanced,Dry,50,5,5,68,15,5,10.0,2017,217
779,DC,KKR,Sawai Mansingh Stadium,Balanced,Green,87,10,7,65,10,3,8.7,2024,174
780,PBKS,SRH,Eden Gardens,Batting Friendly,Green,69,16,7,32,4,3,4.31,2011,92
781,MI,PBKS,Arun Jaitley Stadium,Balanced,Dusty,72,6,0,57,14,10,12.0,2008,270
782,DC,GT,Eden Gardens,Bowling Friendly,Green,48,5,8,62,15,2,9.6,2016,130
783,LSG,MI,Chepauk Stadium,Bowling Friendly,Dry,56,11,5,59,9,5,5.09,2024,104
784,LSG,RR,Sawai Mansingh Stadium,Balanced,Dry,32,5,9,70,15,1,6.4,2022,108
785,MI,LSG,Rajiv Gandhi Stadium,Bowling Friendly,Dry,98,13,1,60,7,9,7.54,2009,161
786,SRH,MI,Sawai Mansingh Stadium,Balanced,Flat,65,16,0,33,4,10,4.06,2016,88
787,CSK,KKR,Chinnaswamy Stadium,Bowling Friendly,Green,51,8,8,58,12,2,6.38,2020,89
788,RCB,MI,Wankhede Stadium,Batting Friendly,Dusty,68,9,3,67,11,7,7.56,2014,199
789,KKR,CSK,Wankhede Stadium,Balanced,Flat,103,13,7,69,7,3,7.92,2019,142
790,RR,SRH,Wankhede Stadium,Balanced,Flat,68,13,5,42,7,5,5.23,2022,107
791,RCB,PBKS,Rajiv Gandhi Stadium,Batting Friendly,Hard,159,19,3,24,1,7,8.37,2012,181
792,GT,DC,Sawai Mansingh Stadium,Batting Friendly,Dusty,126,14,7,29,6,3,9.0,2015,194
793,RR,GT,Rajiv Gandhi Stadium,Batting Friendly,Flat,79,6,4,66,14,6,13.17,2024,270
794,KKR,MI,Sawai Mansingh Stadium,Batting Friendly,Flat,49,8,6,28,12,4,6.12,2010,143
795,RCB,SRH,Rajiv Gandhi Stadium,Batting Friendly,Dusty,242,19,1,53,1,9,12.74,2018,261
796,CSK,GT,Eden Gardens,Bowling Friendly,Dry,108,12,5,48,8,5,9.0,2024,166
797,MI,RR,Chinnaswamy Stadium,Bowling Friendly,Dusty,91,17,4,26,3,6,5.35,2022,97
798,SRH,GT,Eden Gardens,Batting Friendly,Dry,84,8,8,38,12,2,10.5,2011,215
799,RCB,KKR,Chepauk Stadium,Bowling Friendly,Dusty,60,12,5,65,8,5,5.0,2024,102
800,GT,RR,Sawai Mansingh Stadium,Balanced,Dry,58,7,5,57,13,5,8.29,2011,186
801,GT,SRH,Eden Gardens,Bowling Friendly,Dusty,148,17,3,62,3,7,8.71,2011,178
802,SRH,GT,Sawai Mansingh Stadium,Batting Friendly,Dry,217,18,5,63,2,5,12.06,2024,245
803,RCB,MI,Narendra Modi Stadium,Batting Friendly,Dry,99,9,8,23,11,2,11.0,2011,209
804,LSG,CSK,Chinnaswamy Stadium,Batting Friendly,Dry,83,18,5,37,2,5,4.61,2008,96
805,RR,PBKS,Eden Gardens,Batting Friendly,Flat,51,8,8,30,12,2,6.38,2008,131
806,CSK,DC,Eden Gardens,Bowling Friendly,Dusty,165,18,7,22,2,3,9.17,2009,180
807,GT,DC,Eden Gardens,Batting Friendly,Dry,53,11,7,47,9,3,4.82,2013,106
808,DC,SRH,Wankhede Stadium,Batting Friendly,Dry,117,10,6,28,10,4,11.7,2012,259
809,MI,GT,Sawai Mansingh Stadium,Balanced,Flat,26,5,5,70,15,5,5.2,2019,103
810,CSK,SRH,Chepauk Stadium,Bowling Friendly,Dusty,37,7,3,19,13,7,5.29,2018,102
811,SRH,RR,Wankhede Stadium,Batting Friendly,Dusty,157,14,5,45,6,5,11.21,2020,249
812,MI,LSG,Sawai Mansingh Stadium,Batting Friendly,Hard,195,15,8,79,5,2,13.0,2015,268
813,PBKS,RR,Sawai Mansingh Stadium,Bowling Friendly,Green,64,9,8,25,11,2,7.11,2018,107
814,CSK,PBKS,Eden Gardens,Balanced,Dry,64,7,1,80,13,9,9.14,2021,234
815,LSG,PBKS,Chepauk Stadium,Bowling Friendly,Flat,54,12,6,58,8,4,4.5,2013,84
816,SRH,RR,Arun Jaitley Stadium,Bowling Friendly,Dry,82,10,3,35,10,7,8.2,2017,158
817,GT,SRH,Wankhede Stadium,Batting Friendly,Dry,67,11,7,17,9,3,6.09,2023,136
818,RR,MI,Wankhede Stadium,Balanced,Flat,28,7,8,15,13,2,4.0,2009,69
819,MI,RR,Arun Jaitley Stadium,Batting Friendly,Flat,64,6,0,37,14,10,10.67,2018,270
820,PBKS,LSG,Sawai Mansingh Stadium,Batting Friendly,Flat,92,16,1,38,4,9,5.75,2008,127
821,RR,KKR,Sawai Mansingh Stadium,Balanced,Hard,209,19,8,25,1,2,11.0,2014,217
822,RCB,GT,Chinnaswamy Stadium,Bowling Friendly,Dry,149,19,7,45,1,3,7.84,2008,169
823,MI,SRH,Chepauk Stadium,Bowling Friendly,Hard,49,6,8,78,14,2,8.17,2024,113
824,DC,CSK,Eden Gardens,Batting Friendly,Dry,38,5,6,80,15,4,7.6,2016,184
825,SRH,RCB,Chepauk Stadium,Bowling Friendly,Hard,29,6,4,73,14,6,4.83,2018,85
826,GT,KKR,Chinnaswamy Stadium,Batting Friendly,Dusty,182,14,1,79,6,9,13.0,2018,270
827,PBKS,DC,Rajiv Gandhi Stadium,Balanced,Dusty,150,18,6,34,2,4,8.33,2016,179
828,KKR,SRH,Chinnaswamy Stadium,Balanced,Green,62,14,7,30,6,3,4.43,2014,90
829,DC,MI,Narendra Modi Stadium,Balanced,Dry,45,9,4,45,11,6,5.0,2021,103
830,GT,DC,Chepauk Stadium,Batting Friendly,Flat,77,9,8,53,11,2,8.56,2022,165
831,GT,PBKS,Arun Jaitley Stadium,Bowling Friendly,Dry,129,19,7,21,1,3,6.79,2020,142
832,KKR,GT,Chepauk Stadium,Bowling Friendly,Flat,48,7,8,16,13,2,6.86,2017,98
833,RCB,CSK,Rajiv Gandhi Stadium,Balanced,Green,103,11,2,43,9,8,9.36,2014,229
834,PBKS,MI,Eden Gardens,Batting Friendly,Dry,54,11,1,37,9,9,4.91,2012,132
835,MI,RCB,Rajiv Gandhi Stadium,Bowling Friendly,Dusty,115,11,9,63,9,1,10.45,2015,165
836,MI,SRH,Arun Jaitley Stadium,Bowling Friendly,Dry,98,10,8,36,10,2,9.8,2008,169
837,MI,CSK,Rajiv Gandhi Stadium,Bowling Friendly,Hard,84,11,7,65,9,3,7.64,2012,135
838,MI,SRH,Arun Jaitley Stadium,Bowling Friendly,Green,61,11,9,35,9,1,5.55,2014,90
839,MI,GT,Chepauk Stadium,Balanced,Hard,117,10,7,63,10,3,11.7,2019,227
840,RR,SRH,Chinnaswamy Stadium,Batting Friendly,Flat,97,9,2,53,11,8,10.78,2022,270
841,LSG,DC,Sawai Mansingh Stadium,Balanced,Hard,41,7,6,38,13,4,5.86,2015,132
842,GT,PBKS,Chepauk Stadium,Batting Friendly,Flat,118,12,5,63,8,5,9.83,2016,234
843,KKR,CSK,Eden Gardens,Bowling Friendly,Hard,180,19,3,54,1,7,9.47,2018,196
844,RCB,CSK,Wankhede Stadium,Balanced,Green,127,13,8,51,7,2,9.77,2008,184
845,MI,GT,Eden Gardens,Balanced,Green,65,11,3,53,9,7,5.91,2019,143
846,PBKS,KKR,Sawai Mansingh Stadium,Balanced,Green,34,8,8,70,12,2,4.25,2024,81
847,SRH,KKR,Wankhede Stadium,Balanced,Hard,45,10,7,22,10,3,4.5,2021,95
848,GT,RR,Rajiv Gandhi Stadium,Bowling Friendly,Flat,66,12,2,73,8,8,5.5,2023,121
849,DC,GT,Chinnaswamy Stadium,Batting Friendly,Green,88,6,7,31,14,3,14.67,2009,270
850,SRH,CSK,Rajiv Gandhi Stadium,Bowling Friendly,Flat,67,13,6,15,7,4,5.15,2021,94
851,LSG,RR,Sawai Mansingh Stadium,Balanced,Dusty,164,15,6,47,5,4,10.93,2008,230
852,SRH,CSK,Sawai Mansingh Stadium,Bowling Friendly,Hard,108,19,5,58,1,5,5.68,2022,121
853,GT,RCB,Wankhede Stadium,Balanced,Flat,146,13,8,70,7,2,11.23,2012,198
854,LSG,DC,Eden Gardens,Batting Friendly,Flat,37,6,8,40,14,2,6.17,2018,110
855,SRH,PBKS,Narendra Modi Stadium,Batting Friendly,Flat,134,12,3,61,8,7,11.17,2013,268
856,CSK,MI,Chepauk Stadium,Bowling Friendly,Hard,107,10,5,65,10,5,10.7,2021,212
857,GT,MI,Chinnaswamy Stadium,Bowling Friendly,Dry,34,7,8,63,13,2,4.86,2009,72
858,LSG,DC,Chepauk Stadium,Balanced,Dusty,68,9,9,56,11,1,7.56,2013,141
859,KKR,SRH,Arun Jaitley Stadium,Batting Friendly,Flat,187,15,7,25,5,3,12.47,2010,265
860,RCB,SRH,Arun Jaitley Stadium,Balanced,Dry,157,17,9,25,3,1,9.24,2019,169
861,PBKS,RCB,Wankhede Stadium,Bowling Friendly,Dusty,73,7,5,69,13,5,10.43,2009,185
862,CSK,DC,Narendra Modi Stadium,Batting Friendly,Dusty,101,14,6,57,6,4,7.21,2021,147
863,CSK,RR,Eden Gardens,Bowling Friendly,Dry,71,7,6,43,13,4,10.14,2012,175
864,KKR,DC,Sawai Mansingh Stadium,Balanced,Flat,80,7,3,56,13,7,11.43,2011,269
865,RR,KKR,Wankhede Stadium,Batting Friendly,Flat,142,16,4,54,4,6,8.88,2015,203
866,KKR,GT,Narendra Modi Stadium,Balanced,Flat,88,15,5,15,5,5,5.87,2018,122
867,PBKS,RCB,Wankhede Stadium,Balanced,Dusty,98,9,4,24,11,6,10.89,2018,246
868,DC,GT,Narendra Modi Stadium,Balanced,Hard,75,9,8,42,11,2,8.33,2008,159
869,PBKS,DC,Arun Jaitley Stadium,Batting Friendly,Flat,149,15,3,69,5,7,9.93,2014,220
870,DC,PBKS,Rajiv Gandhi Stadium,Batting Friendly,Flat,219,19,5,76,1,5,11.53,2012,228
871,LSG,DC,Rajiv Gandhi Stadium,Batting Friendly,Hard,78,10,5,44,10,5,7.8,2012,195
872,CSK,DC,Eden Gardens,Bowling Friendly,Green,156,15,7,38,5,3,10.4,2014,197
873,DC,LSG,Narendra Modi Stadium,Batting Friendly,Flat,69,8,2,34,12,8,8.62,2019,234
874,GT,KKR,Sawai Mansingh Stadium,Batting Friendly,Dry,145,12,1,44,8,9,12.08,2019,270
875,RR,KKR,Sawai Mansingh Stadium,Batting Friendly,Dusty,135,15,6,66,5,4,9.0,2024,179
876,RCB,CSK,Chepauk Stadium,Bowling Friendly,Green,81,10,3,26,10,7,8.1,2014,174
877,PBKS,CSK,Wankhede Stadium,Batting Friendly,Hard,148,16,2,75,4,8,9.25,2016,225
878,PBKS,MI,Narendra Modi Stadium,Batting Friendly,Flat,81,11,8,68,9,2,7.36,2011,141
879,GT,DC,Sawai Mansingh Stadium,Balanced,Dusty,71,7,3,31,13,7,10.14,2020,253
880,CSK,KKR,Eden Gardens,Bowling Friendly,Green,41,10,0,45,10,10,4.1,2021,94
881,DC,GT,Wankhede Stadium,Batting Friendly,Flat,103,7,0,22,13,10,14.71,2014,270
882,RCB,KKR,Chinnaswamy Stadium,Balanced,Dusty,29,5,3,47,15,7,5.8,2012,150
883,RCB,RR,Chepauk Stadium,Bowling Friendly,Dusty,98,12,3,51,8,7,8.17,2018,161
884,RR,CSK,Sawai Mansingh Stadium,Bowling Friendly,Hard,37,6,1,66,14,9,6.17,2021,134
885,SRH,LSG,Chepauk Stadium,Balanced,Hard,128,11,8,29,9,2,11.64,2014,210
886,LSG,RCB,Rajiv Gandhi Stadium,Batting Friendly,Dry,101,9,1,32,11,9,11.22,2010,270
887,DC,SRH,Chepauk Stadium,Balanced,Green,77,11,3,51,9,7,7.0,2017,163
888,DC,MI,Sawai Mansingh Stadium,Batting Friendly,Green,119,12,2,57,8,8,9.92,2022,263
889,PBKS,GT,Rajiv Gandhi Stadium,Bowling Friendly,Dry,37,6,6,65,14,4,6.17,2015,106
890,PBKS,LSG,Eden Gardens,Batting Friendly,Hard,107,15,3,24,5,7,7.13,2015,174
891,GT,KKR,Rajiv Gandhi Stadium,Balanced,Dry,73,13,7,54,7,3,5.62,2020,104
892,RR,MI,Eden Gardens,Batting Friendly,Flat,198,17,5,77,3,5,11.65,2012,245
893,CSK,GT,Rajiv Gandhi Stadium,Batting Friendly,Hard,106,16,8,60,4,2,6.62,2017,142
894,RCB,DC,Eden Gardens,Bowling Friendly,Green,111,11,4,33,9,6,10.09,2008,199
895,PBKS,SRH,Eden Gardens,Balanced,Hard,69,14,1,51,6,9,4.93,2008,109
896,SRH,LSG,Arun Jaitley Stadium,Bowling Friendly,Dusty,32,7,8,35,13,2,4.57,2022,83
897,MI,LSG,Narendra Modi Stadium,Batting Friendly,Dry,78,16,1,31,4,9,4.88,2011,110
898,DC,MI,Rajiv Gandhi Stadium,Bowling Friendly,Hard,135,18,5,25,2,5,7.5,2015,158
899,RR,GT,Chinnaswamy Stadium,Balanced,Dusty,156,14,6,41,6,4,11.14,2022,213
900,SRH,CSK,Wankhede Stadium,Batting Friendly,Flat,102,12,8,26,8,2,8.5,2015,171
901,GT,RCB,Eden Gardens,Bowling Friendly,Green,170,18,2,36,2,8,9.44,2018,197
902,MI,GT,Chepauk Stadium,Batting Friendly,Dry,84,18,2,39,2,8,4.67,2009,107
903,MI,PBKS,Arun Jaitley Stadium,Batting Friendly,Flat,128,10,1,74,10,9,12.8,2018,270
904,GT,DC,Sawai Mansingh Stadium,Balanced,Hard,34,8,6,42,12,4,4.25,2024,89
905,LSG,GT,Narendra Modi Stadium,Bowling Friendly,Dry,77,16,8,32,4,2,4.81,2021,101
906,LSG,SRH,Sawai Mansingh Stadium,Balanced,Dusty,136,18,7,25,2,3,7.56,2019,158
907,KKR,GT,Rajiv Gandhi Stadium,Batting Friendly,Hard,121,10,3,57,10,7,12.1,2024,270
908,GT,RCB,Chepauk Stadium,Balanced,Hard,64,9,1,51,11,9,7.11,2024,191
909,PBKS,RCB,Sawai Mansingh Stadium,Batting Friendly,Dry,216,18,1,69,2,9,12.0,2023,260
910,GT,MI,Eden Gardens,Batting Friendly,Hard,120,14,7,48,6,3,8.57,2011,177
911,MI,PBKS,Chepauk Stadium,Bowling Friendly,Green,217,19,5,37,1,5,11.42,2012,229
912,CSK,MI,Eden Gardens,Balanced,Green,116,16,4,70,4,6,7.25,2021,145
913,SRH,GT,Wankhede Stadium,Bowling Friendly,Hard,136,13,4,67,7,6,10.46,2022,204
914,MI,PBKS,Eden Gardens,Batting Friendly,Dusty,115,13,1,21,7,9,8.85,2011,222
915,MI,LSG,Narendra Modi Stadium,Batting Friendly,Dusty,127,9,1,73,11,9,14.11,2010,270
916,RCB,CSK,Eden Gardens,Balanced,Dry,72,9,9,76,11,1,8.0,2011,124
917,SRH,GT,Narendra Modi Stadium,Batting Friendly,Dry,60,12,1,69,8,9,5.0,2014,130
918,LSG,RCB,Chepauk Stadium,Bowling Friendly,Green,185,17,4,75,3,6,10.88,2023,231
919,KKR,CSK,Sawai Mansingh Stadium,Batting Friendly,Dusty,224,17,9,54,3,1,13.18,2010,270
920,CSK,KKR,Chinnaswamy Stadium,Batting Friendly,Dry,137,11,0,41,9,10,12.45,2019,270
921,DC,MI,Chinnaswamy Stadium,Bowling Friendly,Hard,47,9,6,52,11,4,5.22,2015,94
922,LSG,RCB,Narendra Modi Stadium,Batting Friendly,Flat,43,6,8,42,14,2,7.17,2019,152
923,PBKS,RR,Chepauk Stadium,Bowling Friendly,Dry,22,5,2,72,15,8,4.4,2012,91
924,CSK,KKR,Arun Jaitley Stadium,Bowling Friendly,Hard,99,11,1,33,9,9,9.0,2016,203
925,SRH,PBKS,Rajiv Gandhi Stadium,Batting Friendly,Dry,183,14,3,31,6,7,13.07,2012,270
926,DC,GT,Narendra Modi Stadium,Balanced,Flat,118,14,4,48,6,6,8.43,2008,189
927,RR,KKR,Narendra Modi Stadium,Batting Friendly,Hard,58,5,4,69,15,6,11.6,2020,270
928,MI,SRH,Rajiv Gandhi Stadium,Balanced,Green,90,8,2,48,12,8,11.25,2019,270
929,SRH,KKR,Arun Jaitley Stadium,Batting Friendly,Dusty,41,5,3,79,15,7,8.2,2010,246
930,GT,KKR,Narendra Modi Stadium,Balanced,Dusty,167,15,1,56,5,9,11.13,2018,263
931,RCB,MI,Eden Gardens,Balanced,Dusty,51,5,9,44,15,1,10.2,2014,164
932,MI,DC,Arun Jaitley Stadium,Bowling Friendly,Hard,58,8,4,55,12,6,7.25,2016,132
933,CSK,GT,Rajiv Gandhi Stadium,Balanced,Green,48,9,6,17,11,4,5.33,2008,101
934,KKR,MI,Chepauk Stadium,Bowling Friendly,Flat,114,15,0,25,5,10,7.6,2021,160
935,SRH,RR,Chepauk Stadium,Bowling Friendly,Green,125,12,6,17,8,4,10.42,2010,183
936,LSG,CSK,Chepauk Stadium,Batting Friendly,Dusty,157,14,6,24,6,4,11.21,2017,238
937,CSK,SRH,Wankhede Stadium,Balanced,Hard,109,19,8,79,1,2,5.74,2008,112
938,RCB,CSK,Narendra Modi Stadium,Batting Friendly,Hard,103,15,0,80,5,10,6.87,2009,170
939,MI,LSG,Wankhede Stadium,Balanced,Dusty,183,18,6,41,2,4,10.17,2019,200
940,CSK,GT,Arun Jaitley Stadium,Bowling Friendly,Hard,63,11,5,50,9,5,5.73,2022,111
941,CSK,RR,Rajiv Gandhi Stadium,Bowling Friendly,Dusty,85,12,1,25,8,9,7.08,2023,144
942,CSK,RR,Wankhede Stadium,Bowling Friendly,Flat,126,13,6,19,7,4,9.69,2018,192
943,KKR,SRH,Rajiv Gandhi Stadium,Bowling Friendly,Dry,157,16,2,62,4,8,9.81,2018,212
944,DC,PBKS,Chepauk Stadium,Balanced,Dry,42,9,3,17,11,7,4.67,2013,103
945,PBKS,RR,Chinnaswamy Stadium,Balanced,Dusty,160,19,1,51,1,9,8.42,2017,176
946,PBKS,CSK,Sawai Mansingh Stadium,Balanced,Green,58,11,3,59,9,7,5.27,2018,113
947,DC,CSK,Arun Jaitley Stadium,Balanced,Dry,150,13,1,49,7,9,11.54,2017,263
948,DC,RR,Chepauk Stadium,Bowling Friendly,Green,88,14,5,47,6,5,6.29,2010,121
949,MI,DC,Narendra Modi Stadium,Batting Friendly,Dusty,73,8,2,54,12,8,9.12,2024,253
950,CSK,LSG,Chinnaswamy Stadium,Balanced,Dry,87,11,4,58,9,6,7.91,2017,170
951,PBKS,KKR,Arun Jaitley Stadium,Balanced,Green,62,14,2,77,6,8,4.43,2021,99
952,SRH,RCB,Chinnaswamy Stadium,Bowling Friendly,Dry,59,11,4,78,9,6,5.36,2011,109
953,KKR,LSG,Chepauk Stadium,Batting Friendly,Dusty,109,11,8,42,9,2,9.91,2015,202
954,SRH,MI,Sawai Mansingh Stadium,Balanced,Dusty,76,12,8,62,8,2,6.33,2021,114
955,MI,LSG,Arun Jaitley Stadium,Batting Friendly,Hard,29,6,5,73,14,5,4.83,2015,125
956,DC,RCB,Chinnaswamy Stadium,Batting Friendly,Dry,92,14,1,20,6,9,6.57,2023,169
957,PBKS,RR,Rajiv Gandhi Stadium,Balanced,Hard,180,18,8,23,2,2,10.0,2008,202
958,KKR,DC,Sawai Mansingh Stadium,Bowling Friendly,Flat,115,15,7,21,5,3,7.67,2017,145
959,RR,SRH,Arun Jaitley Stadium,Bowling Friendly,Dusty,141,13,4,38,7,6,10.85,2010,210
960,MI,CSK,Chinnaswamy Stadium,Bowling Friendly,Hard,77,8,6,19,12,4,9.62,2009,180
961,DC,LSG,Wankhede Stadium,Batting Friendly,Flat,75,8,3,27,12,7,9.38,2022,262
962,RR,SRH,Chepauk Stadium,Balanced,Green,77,16,5,32,4,5,4.81,2011,105
963,RR,RCB,Narendra Modi Stadium,Batting Friendly,Dusty,182,19,7,59,1,3,9.58,2017,194
964,KKR,GT,Sawai Mansingh Stadium,Bowling Friendly,Flat,118,17,9,65,3,1,6.94,2010,134
965,PBKS,MI,Narendra Modi Stadium,Batting Friendly,Dusty,92,8,0,43,12,10,11.5,2024,270
966,GT,RCB,Narendra Modi Stadium,Bowling Friendly,Dry,62,6,2,20,14,8,10.33,2009,223
967,KKR,DC,Arun Jaitley Stadium,Balanced,Hard,36,9,7,16,11,3,4.0,2012,65
968,LSG,PBKS,Eden Gardens,Balanced,Flat,170,18,2,63,2,8,9.44,2016,204
969,SRH,RCB,Arun Jaitley Stadium,Balanced,Dry,101,15,1,58,5,9,6.73,2020,144
970,CSK,RR,Narendra Modi Stadium,Batting Friendly,Dry,46,11,9,65,9,1,4.18,2008,73
971,SRH,MI,Chinnaswamy Stadium,Batting Friendly,Dusty,181,18,0,43,2,10,10.06,2013,213
972,SRH,RCB,Narendra Modi Stadium,Bowling Friendly,Green,121,12,2,37,8,8,10.08,2023,202
973,GT,CSK,Sawai Mansingh Stadium,Batting Friendly,Dry,65,16,1,46,4,9,4.06,2009,96
974,SRH,KKR,Rajiv Gandhi Stadium,Bowling Friendly,Green,89,14,3,76,6,7,6.36,2009,140
975,MI,KKR,Chepauk Stadium,Balanced,Dry,58,12,4,19,8,6,4.83,2014,116
976,KKR,RR,Narendra Modi Stadium,Bowling Friendly,Flat,114,13,7,34,7,3,8.77,2013,149
977,KKR,SRH,Sawai Mansingh Stadium,Balanced,Green,101,9,9,43,11,1,11.22,2012,189
978,DC,PBKS,Chepauk Stadium,Balanced,Flat,45,7,8,22,13,2,6.43,2016,116
979,CSK,LSG,Chepauk Stadium,Batting Friendly,Dusty,180,14,1,49,6,9,12.86,2017,270
980,MI,PBKS,Rajiv Gandhi Stadium,Balanced,Flat,63,7,9,69,13,1,9.0,2014,155
981,LSG,SRH,Chepauk Stadium,Balanced,Flat,154,17,9,22,3,1,9.06,2021,165
982,RCB,DC,Rajiv Gandhi Stadium,Balanced,Green,142,19,1,22,1,9,7.47,2014,161
983,MI,CSK,Eden Gardens,Batting Friendly,Dry,67,7,8,20,13,2,9.57,2015,192
984,MI,PBKS,Arun Jaitley Stadium,Balanced,Dusty,209,19,3,23,1,7,11.0,2024,228
985,LSG,KKR,Eden Gardens,Balanced,Hard,60,10,4,47,10,6,6.0,2023,126
986,CSK,SRH,Narendra Modi Stadium,Batting Friendly,Dry,94,11,4,18,9,6,8.55,2018,216
987,RCB,LSG,Chinnaswamy Stadium,Batting Friendly,Hard,105,11,0,54,9,10,9.55,2014,270
988,RCB,PBKS,Narendra Modi Stadium,Bowling Friendly,Hard,40,6,2,65,14,8,6.67,2012,156
989,PBKS,MI,Chepauk Stadium,Batting Friendly,Flat,148,12,0,74,8,10,12.33,2019,270
990,SRH,RCB,Narendra Modi Stadium,Bowling Friendly,Flat,76,17,1,25,3,9,4.47,2018,91
991,GT,SRH,Sawai Mansingh Stadium,Bowling Friendly,Dry,55,11,8,58,9,2,5.0,2015,74
992,KKR,SRH,Rajiv Gandhi Stadium,Balanced,Green,78,8,0,72,12,10,9.75,2012,263
993,DC,GT,Sawai Mansingh Stadium,Balanced,Dry,111,12,2,55,8,8,9.25,2012,224
994,RCB,KKR,Rajiv Gandhi Stadium,Bowling Friendly,Flat,142,17,4,73,3,6,8.35,2014,161
995,PBKS,RCB,Rajiv Gandhi Stadium,Balanced,Flat,86,12,9,52,8,1,7.17,2019,126
996,LSG,MI,Arun Jaitley Stadium,Balanced,Flat,87,12,7,45,8,3,7.25,2021,139
997,KKR,RCB,Sawai Mansingh Stadium,Batting Friendly,Flat,37,6,3,69,14,7,6.17,2008,165
998,GT,LSG,Chepauk Stadium,Balanced,Flat,102,15,2,61,5,8,6.8,2012,158
999,GT,RR,Sawai Mansingh Stadium,Batting Friendly,Dry,99,9,3,28,11,7,11.0,2022,270
1000,PBKS,DC,Eden Gardens,Batting Friendly,Dry,197,18,0,46,2,10,10.94,2020,249
1001,SRH,MI,Arun Jaitley Stadium,Bowling Friendly,Hard,141,14,6,55,6,4,10.07,2008,183
